"K S K (S K)";"S (S K)";"(\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v.u))";"(\u v.u v)";"((a -> b) -> a) -> (a -> b) -> a";"(a -> b) -> a -> b";"((a -> b) -> a) -> (a -> b) -> a";"((a -> b) -> a) -> (a -> b) -> a"
"K (S K S) K";"S K S";"(\u v w.u w (v w)) (\u v.u) (\u v w.u w (v w))";"(\u.u)";"(a -> b -> c) -> a -> b -> c";"a -> a";"(a -> b -> c) -> a -> b -> c";"(a -> b -> c) -> a -> b -> c"
"K (S (K S)) K";"S (K S)";"(\u v w.u w (v w)) ((\u v.u) (\u v w.u w (v w)))";"(\u v w x.u v x (w x))";"(a -> b -> c -> d) -> a -> (b -> c) -> b -> d";"(a -> b -> c -> d) -> a -> (b -> c) -> b -> d";"(a -> b -> c -> d) -> a -> (b -> c) -> b -> d";"(a -> b -> c -> d) -> a -> (b -> c) -> b -> d"
"K (S K) (S K)";"S K";"(\u v w.u w (v w)) (\u v.u)";"(\u v.v)";"(a -> b) -> a -> a";"a -> b -> b";"(a -> b) -> a -> a";"(a -> b) -> a -> a"
"K S (K S K)";"S";"(\u v w.u w (v w))";"(\u v w.u w (v w))";"(a -> b -> c) -> (a -> b) -> a -> c";"(a -> b -> c) -> (a -> b) -> a -> c";"(a -> b -> c) -> (a -> b) -> a -> c";"(a -> b -> c) -> (a -> b) -> a -> c"
"K S (K (S K))";"S";"(\u v w.u w (v w))";"(\u v w.u w (v w))";"(a -> b -> c) -> (a -> b) -> a -> c";"(a -> b -> c) -> (a -> b) -> a -> c";"(a -> b -> c) -> (a -> b) -> a -> c";"(a -> b -> c) -> (a -> b) -> a -> c"
"K (S K S K)";"K K";"(\u v.u) (\u v.u)";"(\u v w.v)";"a -> b -> c -> b";"a -> b -> c -> b";"a -> b -> c -> b";"a -> b -> c -> b"
"K (S (K S) K)";"K (S (K S) K)";"(\u v.u)
((\u v w.u w (v w)) ((\u v.u) (\u v w.u w (v w))) (\u v.u))";"(\u v w x.v (w x))";"a -> b -> (c -> d) -> c -> e";"a -> (b -> c) -> (d -> b) -> d -> c";"a -> b -> (c -> d) -> c -> e";"a -> b -> (c -> d) -> c -> e"
"K (S K (S K))";"K (S K (S K))";"(\u v.u)
((\u v w.u w (v w)) (\u v.u) ((\u v w.u w (v w)) (\u v.u)))";"(\u v.v)";"a -> (b -> c) -> b -> c";"a -> b -> b";"a -> (b -> c) -> b -> c";"a -> (b -> c) -> b -> c"
"K (S (K S K))";"K (S S)";"(\u v.u) ((\u v w.u w (v w)) (\u v w.u w (v w)))";"(\u v w x.w x (v w x))";"a -> ((b -> c -> d) -> b -> c) -> (b -> c -> d) -> b -> d";"a -> ((b -> c -> d) -> b -> c) -> (b -> c -> d) -> b -> d";"a -> ((b -> c -> d) -> b -> c) -> (b -> c -> d) -> b -> d";"a -> ((b -> c -> d) -> b -> c) -> (b -> c -> d) -> b -> d"
"K (S (K (S K)))";"K (S (K (S K)))";"(\u v.u)
((\u v w.u w (v w)) ((\u v.u) ((\u v w.u w (v w)) (\u v.u))))";"(\u v w x.x)";"a -> (b -> c -> d) -> b -> c -> c";"a -> b -> c -> d -> d";"a -> (b -> c -> d) -> b -> c -> c";"a -> (b -> c -> d) -> b -> c -> c"
"K S K S S";"S S S";"(\u v w.u w (v w)) (\u v w.u w (v w)) (\u v w.u w (v w))";"(\u v.u v (\w.u w (v w)))";"Nothing";"Nothing";"Nothing";"Nothing"
"K (S K) S S";"S K S";"(\u v w.u w (v w)) (\u v.u) (\u v w.u w (v w))";"(\u.u)";"(a -> b -> c) -> a -> b -> c";"a -> a";"(a -> b -> c) -> a -> b -> c";"(a -> b -> c) -> a -> b -> c"
"K S (K S) S";"S S";"(\u v w.u w (v w)) (\u v w.u w (v w))";"(\u v w.v w (u v w))";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c"
"K S K (S S)";"S (S S)";"(\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v w.u w (v w)))";"(\u v w.u v w (v (u v) w))";"(((a -> b -> c) -> a -> b) -> a -> b -> c)
->
((a -> b -> c) -> a -> b) -> a -> c";"(((a -> b -> c) -> a -> b) -> a -> b -> c)
->
((a -> b -> c) -> a -> b) -> a -> c";"(((a -> b -> c) -> a -> b) -> a -> b -> c)
->
((a -> b -> c) -> a -> b) -> a -> c";"(((a -> b -> c) -> a -> b) -> a -> b -> c)
->
((a -> b -> c) -> a -> b) -> a -> c"
"K (S K S) S";"S K S";"(\u v w.u w (v w)) (\u v.u) (\u v w.u w (v w))";"(\u.u)";"(a -> b -> c) -> a -> b -> c";"a -> a";"(a -> b -> c) -> a -> b -> c";"(a -> b -> c) -> a -> b -> c"
"K (S (K S)) S";"S (K S)";"(\u v w.u w (v w)) ((\u v.u) (\u v w.u w (v w)))";"(\u v w x.u v x (w x))";"(a -> b -> c -> d) -> a -> (b -> c) -> b -> d";"(a -> b -> c -> d) -> a -> (b -> c) -> b -> d";"(a -> b -> c -> d) -> a -> (b -> c) -> b -> d";"(a -> b -> c -> d) -> a -> (b -> c) -> b -> d"
"K (S K) (S S)";"S K";"(\u v w.u w (v w)) (\u v.u)";"(\u v.v)";"(a -> b) -> a -> a";"a -> b -> b";"(a -> b) -> a -> a";"(a -> b) -> a -> a"
"K S (K S S)";"S";"(\u v w.u w (v w))";"(\u v w.u w (v w))";"(a -> b -> c) -> (a -> b) -> a -> c";"(a -> b -> c) -> (a -> b) -> a -> c";"(a -> b -> c) -> (a -> b) -> a -> c";"(a -> b -> c) -> (a -> b) -> a -> c"
"K S (K (S S))";"S";"(\u v w.u w (v w))";"(\u v w.u w (v w))";"(a -> b -> c) -> (a -> b) -> a -> c";"(a -> b -> c) -> (a -> b) -> a -> c";"(a -> b -> c) -> (a -> b) -> a -> c";"(a -> b -> c) -> (a -> b) -> a -> c"
"K (S K S S)";"K S";"(\u v.u) (\u v w.u w (v w))";"(\u v w x.v x (w x))";"a -> (b -> c -> d) -> (b -> c) -> b -> d";"a -> (b -> c -> d) -> (b -> c) -> b -> d";"a -> (b -> c -> d) -> (b -> c) -> b -> d";"a -> (b -> c -> d) -> (b -> c) -> b -> d"
"K (S (K S) S)";"K (S (K S) S)";"(\u v.u)
((\u v w.u w (v w)) ((\u v.u) (\u v w.u w (v w)))
 (\u v w.u w (v w)))";"(\u v w x.v (w x) (x (w x)))";"a -> (b -> c -> d) -> ((b -> c) -> b) -> (b -> c) -> d";"a -> (b -> c -> d) -> ((b -> c) -> b) -> (b -> c) -> d";"a -> (b -> c -> d) -> ((b -> c) -> b) -> (b -> c) -> d";"a -> (b -> c -> d) -> ((b -> c) -> b) -> (b -> c) -> d"
"K (S K (S S))";"K (S K (S S))";"(\u v.u)
((\u v w.u w (v w)) (\u v.u)
 ((\u v w.u w (v w)) (\u v w.u w (v w))))";"(\u v.v)";"a -> ((b -> c -> d) -> b -> c) -> (b -> c -> d) -> b -> c";"a -> b -> b";"a -> ((b -> c -> d) -> b -> c) -> (b -> c -> d) -> b -> c";"a -> ((b -> c -> d) -> b -> c) -> (b -> c -> d) -> b -> c"
"K (S (K S S))";"K (S S)";"(\u v.u) ((\u v w.u w (v w)) (\u v w.u w (v w)))";"(\u v w x.w x (v w x))";"a -> ((b -> c -> d) -> b -> c) -> (b -> c -> d) -> b -> d";"a -> ((b -> c -> d) -> b -> c) -> (b -> c -> d) -> b -> d";"a -> ((b -> c -> d) -> b -> c) -> (b -> c -> d) -> b -> d";"a -> ((b -> c -> d) -> b -> c) -> (b -> c -> d) -> b -> d"
"K (S (K (S S)))";"K (S (K (S S)))";"(\u v.u)
((\u v w.u w (v w))
 ((\u v.u) ((\u v w.u w (v w)) (\u v w.u w (v w)))))";"(\u v w x y.x y (v w x y))";"a -> (b -> (c -> d -> e) -> c -> d) -> b -> (c -> d -> e) -> c -> e";"a -> (b -> (c -> d -> e) -> c -> d) -> b -> (c -> d -> e) -> c -> e";"a -> (b -> (c -> d -> e) -> c -> d) -> b -> (c -> d -> e) -> c -> e";"a -> (b -> (c -> d -> e) -> c -> d) -> b -> (c -> d -> e) -> c -> e"
"K S S K K";"S K K";"(\u v w.u w (v w)) (\u v.u) (\u v.u)";"(\u.u)";"a -> a";"a -> a";"a -> a";"a -> a"
"K (S S) K K";"S S K";"(\u v w.u w (v w)) (\u v w.u w (v w)) (\u v.u)";"(\u v.u v u)";"Nothing";"Nothing";"Nothing";"Nothing"
"K S (S K) K";"S K";"(\u v w.u w (v w)) (\u v.u)";"(\u v.v)";"(a -> b) -> a -> a";"a -> b -> b";"(a -> b) -> a -> a";"(a -> b) -> a -> a"
"K S S (K K)";"S (K K)";"(\u v w.u w (v w)) ((\u v.u) (\u v.u))";"(\u v w.u v)";"(a -> b) -> a -> c -> b";"(a -> b) -> a -> c -> b";"(a -> b) -> a -> c -> b";"(a -> b) -> a -> c -> b"
"K (S S K) K";"S S K";"(\u v w.u w (v w)) (\u v w.u w (v w)) (\u v.u)";"(\u v.u v u)";"Nothing";"Nothing";"Nothing";"Nothing"
"K (S (S K)) K";"S (S K)";"(\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v.u))";"(\u v.u v)";"((a -> b) -> a) -> (a -> b) -> a";"(a -> b) -> a -> b";"((a -> b) -> a) -> (a -> b) -> a";"((a -> b) -> a) -> (a -> b) -> a"
"K (S S) (K K)";"S S";"(\u v w.u w (v w)) (\u v w.u w (v w))";"(\u v w.v w (u v w))";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c"
"K S (S K K)";"S";"(\u v w.u w (v w))";"(\u v w.u w (v w))";"(a -> b -> c) -> (a -> b) -> a -> c";"(a -> b -> c) -> (a -> b) -> a -> c";"(a -> b -> c) -> (a -> b) -> a -> c";"(a -> b -> c) -> (a -> b) -> a -> c"
"K S (S (K K))";"S";"(\u v w.u w (v w))";"(\u v w.u w (v w))";"(a -> b -> c) -> (a -> b) -> a -> c";"(a -> b -> c) -> (a -> b) -> a -> c";"(a -> b -> c) -> (a -> b) -> a -> c";"(a -> b -> c) -> (a -> b) -> a -> c"
"K (S S K K)";"K (S K (K K))";"(\u v.u) ((\u v w.u w (v w)) (\u v.u) ((\u v.u) (\u v.u)))";"(\u v.v)";"a -> b -> b";"a -> b -> b";"Nothing";"a -> b -> b"
"K (S (S K) K)";"K (S (S K) K)";"(\u v.u)
((\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v.u)) (\u v.u))";"(\u v w.v)";"Nothing";"a -> b -> c -> b";"Nothing";"Nothing"
"K (S S (K K))";"K (S S (K K))";"(\u v.u)
((\u v w.u w (v w)) (\u v w.u w (v w)) ((\u v.u) (\u v.u)))";"(\u v w.v w (\x.w))";"a -> (b -> (c -> b) -> d) -> b -> d";"a -> (b -> (c -> b) -> d) -> b -> d";"a -> (b -> (c -> b) -> d) -> b -> d";"a -> (b -> (c -> b) -> d) -> b -> d"
"K (S (S K K))";"K (S (S K K))";"(\u v.u)
((\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v.u) (\u v.u)))";"(\u v w.w (v w))";"a -> (b -> c) -> b -> d";"a -> ((b -> c) -> b) -> (b -> c) -> c";"a -> (b -> c) -> b -> d";"a -> (b -> c) -> b -> d"
"K (S (S (K K)))";"K (S (S (K K)))";"(\u v.u)
((\u v w.u w (v w)) ((\u v w.u w (v w)) ((\u v.u) (\u v.u))))";"(\u v w x.w (v w))";"a -> ((b -> c) -> b) -> (b -> c) -> d -> c";"a -> ((b -> c) -> b) -> (b -> c) -> d -> c";"a -> ((b -> c) -> b) -> (b -> c) -> d -> c";"a -> ((b -> c) -> b) -> (b -> c) -> d -> c"
"K S S K S";"S K S";"(\u v w.u w (v w)) (\u v.u) (\u v w.u w (v w))";"(\u.u)";"(a -> b -> c) -> a -> b -> c";"a -> a";"(a -> b -> c) -> a -> b -> c";"(a -> b -> c) -> a -> b -> c"
"K (S S) K S";"S S S";"(\u v w.u w (v w)) (\u v w.u w (v w)) (\u v w.u w (v w))";"(\u v.u v (\w.u w (v w)))";"Nothing";"Nothing";"Nothing";"Nothing"
"K S (S K) S";"S S";"(\u v w.u w (v w)) (\u v w.u w (v w))";"(\u v w.v w (u v w))";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c"
"K S S (K S)";"S (K S)";"(\u v w.u w (v w)) ((\u v.u) (\u v w.u w (v w)))";"(\u v w x.u v x (w x))";"(a -> b -> c -> d) -> a -> (b -> c) -> b -> d";"(a -> b -> c -> d) -> a -> (b -> c) -> b -> d";"(a -> b -> c -> d) -> a -> (b -> c) -> b -> d";"(a -> b -> c -> d) -> a -> (b -> c) -> b -> d"
"K (S S K) S";"S S K";"(\u v w.u w (v w)) (\u v w.u w (v w)) (\u v.u)";"(\u v.u v u)";"Nothing";"Nothing";"Nothing";"Nothing"
"K (S (S K)) S";"S (S K)";"(\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v.u))";"(\u v.u v)";"((a -> b) -> a) -> (a -> b) -> a";"(a -> b) -> a -> b";"((a -> b) -> a) -> (a -> b) -> a";"((a -> b) -> a) -> (a -> b) -> a"
"K (S S) (K S)";"S S";"(\u v w.u w (v w)) (\u v w.u w (v w))";"(\u v w.v w (u v w))";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c"
"K S (S K S)";"S";"(\u v w.u w (v w))";"(\u v w.u w (v w))";"(a -> b -> c) -> (a -> b) -> a -> c";"(a -> b -> c) -> (a -> b) -> a -> c";"(a -> b -> c) -> (a -> b) -> a -> c";"(a -> b -> c) -> (a -> b) -> a -> c"
"K S (S (K S))";"S";"(\u v w.u w (v w))";"(\u v w.u w (v w))";"(a -> b -> c) -> (a -> b) -> a -> c";"(a -> b -> c) -> (a -> b) -> a -> c";"(a -> b -> c) -> (a -> b) -> a -> c";"(a -> b -> c) -> (a -> b) -> a -> c"
"K (S S K S)";"K (S S (K S))";"(\u v.u)
((\u v w.u w (v w)) (\u v w.u w (v w))
 ((\u v.u) (\u v w.u w (v w))))";"(\u v w.v w (\x y.w y (x y)))";"a
->
((b -> c -> d) -> ((b -> c) -> b -> d) -> e) -> (b -> c -> d) -> e";"a
->
((b -> c -> d) -> ((b -> c) -> b -> d) -> e) -> (b -> c -> d) -> e";"Nothing";"a
->
((b -> c -> d) -> ((b -> c) -> b -> d) -> e) -> (b -> c -> d) -> e"
"K (S (S K) S)";"K (S (S K) S)";"(\u v.u)
((\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v.u))
 (\u v w.u w (v w)))";"(\u v w x.v x (w x))";"Nothing";"a -> (b -> c -> d) -> (b -> c) -> b -> d";"Nothing";"Nothing"
"K (S S (K S))";"K (S S (K S))";"(\u v.u)
((\u v w.u w (v w)) (\u v w.u w (v w))
 ((\u v.u) (\u v w.u w (v w))))";"(\u v w.v w (\x y.w y (x y)))";"a
->
((b -> c -> d) -> ((b -> c) -> b -> d) -> e) -> (b -> c -> d) -> e";"a
->
((b -> c -> d) -> ((b -> c) -> b -> d) -> e) -> (b -> c -> d) -> e";"a
->
((b -> c -> d) -> ((b -> c) -> b -> d) -> e) -> (b -> c -> d) -> e";"a
->
((b -> c -> d) -> ((b -> c) -> b -> d) -> e) -> (b -> c -> d) -> e"
"K (S (S K S))";"K (S (S K S))";"(\u v.u)
((\u v w.u w (v w))
 ((\u v w.u w (v w)) (\u v.u) (\u v w.u w (v w))))";"(\u v w.w (v w))";"a -> ((b -> c -> d) -> b) -> (b -> c -> d) -> c -> d";"a -> ((b -> c) -> b) -> (b -> c) -> c";"a -> ((b -> c -> d) -> b) -> (b -> c -> d) -> c -> d";"a -> ((b -> c -> d) -> b) -> (b -> c -> d) -> c -> d"
"K (S (S (K S)))";"K (S (S (K S)))";"(\u v.u)
((\u v w.u w (v w))
 ((\u v w.u w (v w)) ((\u v.u) (\u v w.u w (v w)))))";"(\u v w x y.w (v w) y (x y))";"a
->
((b -> c -> d -> e) -> b)
->
(b -> c -> d -> e) -> (c -> d) -> c -> e";"a
->
((b -> c -> d -> e) -> b)
->
(b -> c -> d -> e) -> (c -> d) -> c -> e";"a
->
((b -> c -> d -> e) -> b)
->
(b -> c -> d -> e) -> (c -> d) -> c -> e";"a
->
((b -> c -> d -> e) -> b)
->
(b -> c -> d -> e) -> (c -> d) -> c -> e"
"K S S S K";"S S K";"(\u v w.u w (v w)) (\u v w.u w (v w)) (\u v.u)";"(\u v.u v u)";"Nothing";"Nothing";"Nothing";"Nothing"
"K (S S) S K";"S S K";"(\u v w.u w (v w)) (\u v w.u w (v w)) (\u v.u)";"(\u v.u v u)";"Nothing";"Nothing";"Nothing";"Nothing"
"K S (S S) K";"S K";"(\u v w.u w (v w)) (\u v.u)";"(\u v.v)";"(a -> b) -> a -> a";"a -> b -> b";"(a -> b) -> a -> a";"(a -> b) -> a -> a"
"K S S (S K)";"S (S K)";"(\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v.u))";"(\u v.u v)";"((a -> b) -> a) -> (a -> b) -> a";"(a -> b) -> a -> b";"((a -> b) -> a) -> (a -> b) -> a";"((a -> b) -> a) -> (a -> b) -> a"
"K (S S S) K";"S S S";"(\u v w.u w (v w)) (\u v w.u w (v w)) (\u v w.u w (v w))";"(\u v.u v (\w.u w (v w)))";"Nothing";"Nothing";"Nothing";"Nothing"
"K (S (S S)) K";"S (S S)";"(\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v w.u w (v w)))";"(\u v w.u v w (v (u v) w))";"(((a -> b -> c) -> a -> b) -> a -> b -> c)
->
((a -> b -> c) -> a -> b) -> a -> c";"(((a -> b -> c) -> a -> b) -> a -> b -> c)
->
((a -> b -> c) -> a -> b) -> a -> c";"(((a -> b -> c) -> a -> b) -> a -> b -> c)
->
((a -> b -> c) -> a -> b) -> a -> c";"(((a -> b -> c) -> a -> b) -> a -> b -> c)
->
((a -> b -> c) -> a -> b) -> a -> c"
"K (S S) (S K)";"S S";"(\u v w.u w (v w)) (\u v w.u w (v w))";"(\u v w.v w (u v w))";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c"
"K S (S S K)";"S";"(\u v w.u w (v w))";"(\u v w.u w (v w))";"(a -> b -> c) -> (a -> b) -> a -> c";"(a -> b -> c) -> (a -> b) -> a -> c";"Nothing";"(a -> b -> c) -> (a -> b) -> a -> c"
"K S (S (S K))";"S";"(\u v w.u w (v w))";"(\u v w.u w (v w))";"(a -> b -> c) -> (a -> b) -> a -> c";"(a -> b -> c) -> (a -> b) -> a -> c";"(a -> b -> c) -> (a -> b) -> a -> c";"(a -> b -> c) -> (a -> b) -> a -> c"
"K (S S S K)";"K (S K (S K))";"(\u v.u)
((\u v w.u w (v w)) (\u v.u) ((\u v w.u w (v w)) (\u v.u)))";"(\u v.v)";"a -> (b -> c) -> b -> c";"a -> b -> b";"Nothing";"a -> (b -> c) -> b -> c"
"K (S (S S) K)";"K (S (S S) K)";"(\u v.u)
((\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v w.u w (v w)))
 (\u v.u))";"(\u v w.v (v (\x.v) w))";"Nothing";"Nothing";"Nothing";"Nothing"
"K (S S (S K))";"K (S S (S K))";"(\u v.u)
((\u v w.u w (v w)) (\u v w.u w (v w))
 ((\u v w.u w (v w)) (\u v.u)))";"(\u v w.v w w)";"a -> (b -> b -> c) -> b -> c";"a -> (b -> b -> c) -> b -> c";"a -> (b -> b -> c) -> b -> c";"a -> (b -> b -> c) -> b -> c"
"K (S (S S K))";"K (S (S S K))";"(\u v.u)
((\u v w.u w (v w))
 ((\u v w.u w (v w)) (\u v w.u w (v w)) (\u v.u)))";"(\u v w.w (v w) w)";"Nothing";"Nothing";"Nothing";"Nothing"
"K (S (S (S K)))";"K (S (S (S K)))";"(\u v.u)
((\u v w.u w (v w))
 ((\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v.u))))";"(\u v w.w (v w))";"a -> (((b -> c) -> b) -> b -> c) -> ((b -> c) -> b) -> b";"a -> ((b -> c) -> b) -> (b -> c) -> c";"a -> (((b -> c) -> b) -> b -> c) -> ((b -> c) -> b) -> b";"a -> (((b -> c) -> b) -> b -> c) -> ((b -> c) -> b) -> b"
"K S S S S";"S S S";"(\u v w.u w (v w)) (\u v w.u w (v w)) (\u v w.u w (v w))";"(\u v.u v (\w.u w (v w)))";"Nothing";"Nothing";"Nothing";"Nothing"
"K (S S) S S";"S S S";"(\u v w.u w (v w)) (\u v w.u w (v w)) (\u v w.u w (v w))";"(\u v.u v (\w.u w (v w)))";"Nothing";"Nothing";"Nothing";"Nothing"
"K S (S S) S";"S S";"(\u v w.u w (v w)) (\u v w.u w (v w))";"(\u v w.v w (u v w))";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c"
"K S S (S S)";"S (S S)";"(\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v w.u w (v w)))";"(\u v w.u v w (v (u v) w))";"(((a -> b -> c) -> a -> b) -> a -> b -> c)
->
((a -> b -> c) -> a -> b) -> a -> c";"(((a -> b -> c) -> a -> b) -> a -> b -> c)
->
((a -> b -> c) -> a -> b) -> a -> c";"(((a -> b -> c) -> a -> b) -> a -> b -> c)
->
((a -> b -> c) -> a -> b) -> a -> c";"(((a -> b -> c) -> a -> b) -> a -> b -> c)
->
((a -> b -> c) -> a -> b) -> a -> c"
"K (S S S) S";"S S S";"(\u v w.u w (v w)) (\u v w.u w (v w)) (\u v w.u w (v w))";"(\u v.u v (\w.u w (v w)))";"Nothing";"Nothing";"Nothing";"Nothing"
"K (S (S S)) S";"S (S S)";"(\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v w.u w (v w)))";"(\u v w.u v w (v (u v) w))";"(((a -> b -> c) -> a -> b) -> a -> b -> c)
->
((a -> b -> c) -> a -> b) -> a -> c";"(((a -> b -> c) -> a -> b) -> a -> b -> c)
->
((a -> b -> c) -> a -> b) -> a -> c";"(((a -> b -> c) -> a -> b) -> a -> b -> c)
->
((a -> b -> c) -> a -> b) -> a -> c";"(((a -> b -> c) -> a -> b) -> a -> b -> c)
->
((a -> b -> c) -> a -> b) -> a -> c"
"K (S S) (S S)";"S S";"(\u v w.u w (v w)) (\u v w.u w (v w))";"(\u v w.v w (u v w))";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c";"((a -> b -> c) -> a -> b) -> (a -> b -> c) -> a -> c"
"K S (S S S)";"S";"(\u v w.u w (v w))";"(\u v w.u w (v w))";"(a -> b -> c) -> (a -> b) -> a -> c";"(a -> b -> c) -> (a -> b) -> a -> c";"Nothing";"(a -> b -> c) -> (a -> b) -> a -> c"
"K S (S (S S))";"S";"(\u v w.u w (v w))";"(\u v w.u w (v w))";"(a -> b -> c) -> (a -> b) -> a -> c";"(a -> b -> c) -> (a -> b) -> a -> c";"(a -> b -> c) -> (a -> b) -> a -> c";"(a -> b -> c) -> (a -> b) -> a -> c"
"K (S S S S)";"K (S S (S S))";"(\u v.u)
((\u v w.u w (v w)) (\u v w.u w (v w))
 ((\u v w.u w (v w)) (\u v w.u w (v w))))";"(\u v w.v w (\x.w x (v w x)))";"Nothing";"Nothing";"Nothing";"Nothing"
"K (S (S S) S)";"K (S (S S) S)";"(\u v.u)
((\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v w.u w (v w)))
 (\u v w.u w (v w)))";"(\u v w.v (v (\x y.v y (x y)) w) (w (v (\x y.v y (x y)) w)))";"Nothing";"Nothing";"Nothing";"Nothing"
"K (S S (S S))";"K (S S (S S))";"(\u v.u)
((\u v w.u w (v w)) (\u v w.u w (v w))
 ((\u v w.u w (v w)) (\u v w.u w (v w))))";"(\u v w.v w (\x.w x (v w x)))";"Nothing";"Nothing";"Nothing";"Nothing"
"K (S (S S S))";"K (S (S S S))";"(\u v.u)
((\u v w.u w (v w))
 ((\u v w.u w (v w)) (\u v w.u w (v w)) (\u v w.u w (v w))))";"(\u v w.w (v w) (\x.w x (v w x)))";"Nothing";"Nothing";"Nothing";"Nothing"
"K (S (S (S S)))";"K (S (S (S S)))";"(\u v.u)
((\u v w.u w (v w))
 ((\u v w.u w (v w)) ((\u v w.u w (v w)) (\u v w.u w (v w)))))";"(\u v w x.w (v w) x (v w (w (v w)) x))";"a
->
((((b -> c -> d) -> b -> c) -> b -> c -> d)
 ->
 (b -> c -> d) -> b -> c)
->
(((b -> c -> d) -> b -> c) -> b -> c -> d) -> b -> d";"a
->
((((b -> c -> d) -> b -> c) -> b -> c -> d)
 ->
 (b -> c -> d) -> b -> c)
->
(((b -> c -> d) -> b -> c) -> b -> c -> d) -> b -> d";"a
->
((((b -> c -> d) -> b -> c) -> b -> c -> d)
 ->
 (b -> c -> d) -> b -> c)
->
(((b -> c -> d) -> b -> c) -> b -> c -> d) -> b -> d";"a
->
((((b -> c -> d) -> b -> c) -> b -> c -> d)
 ->
 (b -> c -> d) -> b -> c)
->
(((b -> c -> d) -> b -> c) -> b -> c -> d) -> b -> d"
"S K K K K";"K K";"(\u v.u) (\u v.u)";"(\u v w.v)";"a -> b -> c -> b";"a -> b -> c -> b";"a -> b -> c -> b";"a -> b -> c -> b"
"S (K K) K K";"K (K K)";"(\u v.u) ((\u v.u) (\u v.u))";"(\u v w x.w)";"a -> b -> c -> d -> c";"a -> b -> c -> d -> c";"a -> b -> c -> d -> c";"a -> b -> c -> d -> c"
"S K (K K) K";"K";"(\u v.u)";"(\u v.u)";"a -> b -> a";"a -> b -> a";"a -> b -> a";"a -> b -> a"
"S K K (K K)";"K K";"(\u v.u) (\u v.u)";"(\u v w.v)";"a -> b -> c -> b";"a -> b -> c -> b";"a -> b -> c -> b";"a -> b -> c -> b"
"S (K K K) K";"S K K";"(\u v w.u w (v w)) (\u v.u) (\u v.u)";"(\u.u)";"a -> a";"a -> a";"a -> a";"a -> a"
"S (K (K K)) K";"S (K (K K)) K";"(\u v w.u w (v w)) ((\u v.u) ((\u v.u) (\u v.u))) (\u v.u)";"(\u v w.v)";"a -> b -> c -> b";"a -> b -> c -> b";"a -> b -> c -> b";"a -> b -> c -> b"
"S (K K) (K K)";"S (K K) (K K)";"(\u v w.u w (v w)) ((\u v.u) (\u v.u)) ((\u v.u) (\u v.u))";"(\u v w x.w)";"a -> b -> c -> d -> c";"a -> b -> c -> d -> c";"a -> b -> c -> d -> c";"a -> b -> c -> d -> c"
